"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","trump_job_approval","political_interest","attention_check","race","hispanic","age","education","income","gender","gender_4_TEXT","religion","attendance","pid_1","pid_dem","pid_rep","pid_indep","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_confidence","media_factchecks","pk_1","pk_2","pk_3","pk_timer_First Click","pk_timer_Last Click","pk_timer_Page Submit","pk_timer_Click Count","outcome questions_1","outcome questions_2","outcome questions_3","fc_1_belief","fc_1_misinfo_timer_First Click","fc_1_misinfo_timer_Last Click","fc_1_misinfo_timer_Page Submit","fc_1_misinfo_timer_Click Count","fc_1_factcheck_time1_First Click","fc_1_factcheck_time1_Last Click","fc_1_factcheck_time1_Page Submit","fc_1_factcheck_time1_Click Count","fc_1_factcheck_time2_First Click","fc_1_factcheck_time2_Last Click","fc_1_factcheck_time2_Page Submit","fc_1_factcheck_time2_Click Count","fc_2_belief","fc_2_misinfo_timer_First Click","fc_2_misinfo_timer_Last Click","fc_2_misinfo_timer_Page Submit","fc_2_misinfo_timer_Click Count","fc_2_factcheck_time1_First Click","fc_2_factcheck_time1_Last Click","fc_2_factcheck_time1_Page Submit","fc_2_factcheck_time1_Click Count","fc_2_factcheck_time2_First Click","fc_2_factcheck_time2_Last Click","fc_2_factcheck_time2_Page Submit","fc_2_factcheck_time2_Click Count","fc_3_belief","fc_3_misinfo_timer_First Click","fc_3_misinfo_timer_Last Click","fc_3_misinfo_timer_Page Submit","fc_3_misinfo_timer_Click Count","fc_3_factcheck_time1_First Click","fc_3_factcheck_time1_Last Click","fc_3_factcheck_time1_Page Submit","fc_3_factcheck_time1_Click Count","fc_3_factcheck_time2_First Click","fc_3_factcheck_time2_Last Click","fc_3_factcheck_time2_Page Submit","fc_3_factcheck_time2_Click Count","thermometer_1","thermometer_2","thermometer_3","thermometer_5","thermometer_6","thermometer_7","therm_timers_First Click","therm_timers_Last Click","therm_timers_Page Submit","therm_timers_Click Count","Q62","comments","Q_TotalDuration","Z_fc_1","Z_fc_2","Z_fc_3"
"2023-10-19 12:28:30","2023-10-19 12:47:00","100","1110","True","2023-10-19 12:47:01","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1999","High school graduate (high school diploma or equivalent including GED)","Less than $30,000","Woman",NA,"Roman Catholic","Seldom","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Several times","Never","Never","Never","Never","Once","Never","Never","Never","Several times","Not very much","Sometimes","Eight years","Twice","Boris Johnson","74.101","82.983","84.147","5","Disagree","Disagree","Neither disagree nor agree","Not very accurate","0","0","68.808","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,"1.268","14.53","15.467","4","1.435","1.435","8.384","1","Very accurate",NA,NA,NA,NA,"708.373","708.373","709.148","1","7.164","9.844","10.819","2",NA,"33","88","51","51","100","2.038","11.701","12.89","7","I want them to make our community safer to live in.",NA,"1110","misinformation","factcheck","factcheck"
"2023-10-19 12:10:01","2023-10-19 12:47:48","100","2266","True","2023-10-19 12:47:49","EN","Yes","Strongly disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1982","Doctoral degree","$60,000-$89,999","Man",NA,"Roman Catholic","A few times a year","Independent",NA,NA,"Neither","Several times","Several times","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","6.453","32.822","34.083","3","Neither disagree nor agree","Agree","Disagree","Somewhat accurate","0","0","65.675","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","79.737","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","24.458","0",NA,NA,NA,NA,NA,NA,NA,NA,"28","24","22","25","70","70","10.777","21.55","22.749","7","I think that I would like to see us get out of the business of interaction with global war and policing the world. I would like to see infrastructure improved including water, electric, road, bridges improvements, and lastly I would like to see a push to improving education, by providing more funding for teachers, and stricter regulations on how districts spend money.",NA,"2266","misinformation","misinformation","misinformation"
"2023-10-19 12:08:47","2023-10-19 12:48:01","100","2354","True","2023-10-19 12:48:02","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","Yes","1997","Associate degree in college (2-year)","$30,000-$59,999","Woman",NA,"Agnostic","Never","Democrat","Strong Democrat",NA,NA,"Once","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Every day","Once","Several times","Not very much","Sometimes","Eight years","Twice","Rishi Sunak","4.366","11.749","12.643","8","Disagree strongly","Disagree strongly","Agree","Not at all accurate","15.17","47.921","82.582","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","26.724","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","50","50","50","50","100","3.114","53.552","54.054","11","To stop taking away the civil liberties of its citizens and specifically its female citizens. Start focusing more on education and retraining the police to be more controlled.",NA,"2354","misinformation","misinformation","control"
"2023-10-19 12:22:19","2023-10-19 12:48:53","100","1594","True","2023-10-19 12:48:54","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","Other","Yes","1977","Associate degree in college (2-year)","$120,000-$149,999","Woman",NA,"Something else","Never","Democrat","Not very strong Democrat",NA,NA,"Every day","Never","Once","Every day","Never","Never","Never","Never","Once","Once","Never","Never","Once","Never","A fair amount","Never","Four years","Twice","Don't know","27.123","56.738","58.683","3","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Very accurate","0","0","74.034","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","141.358","0","184.061","184.061","185.386","1","Not very accurate","0","0","62.061","0",NA,NA,NA,NA,NA,NA,NA,NA,"60","50","70","50","50","50","40.781","65.332","67.907","8","Washington Leaders should focus on getting our economy to a normal state.  Correct inflation by starting at the top and cutting political earnings by half at least, and stop making the middle class pay for their mistakes.
Washington leaders should be focus on providing the people of the US better and affordable health care.  Free health care like other countries sounds great.
Washington leaders should absolutely make stricter laws for the use of Guns and or completely get rid of Guns to stop Gun Violence.",NA,"1594","misinformation","factcheck","misinformation"
"2023-10-19 12:23:55","2023-10-19 12:49:04","100","1508","True","2023-10-19 12:49:05","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1985","Bachelor's degree in college (4-year)","$150,000-$179,999","Man",NA,"Nothing in particular","Never","Independent",NA,NA,"Closer to the Democratic Party","Once","Never","Every day","Once","Never","Never","Never","Never","Never","Never","Never","Every day","Once","Once","Not very much","Sometimes","Six years","Twice","Rishi Sunak","273.065","360.367","361.775","4","Neither disagree nor agree","Neither disagree nor agree","Disagree","Not very accurate",NA,NA,NA,NA,"0","0","71.917","0","22.696","58.684","70.642","2","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,"40",NA,"80","85","64.396","74.055","74.881","4","I think that leaders need to work on just coming together for consensus and negotiation. It's crazy that we have the arguments that we seen in Washington and everybody acts like children. Second I would make sure that voting is made easier for all and for ways to support online/mail-in voting. And third I would make changes to healthcare so that it's easier for people to have it.",NA,"1508","factcheck","control","control"
"2023-10-19 12:22:44","2023-10-19 12:50:25","100","1660","True","2023-10-19 12:50:26","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","Black or African American","No","1981","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Protestant","Seldom","Democrat","Not very strong Democrat",NA,NA,"Every day","Once","Several times","Several times","Several times","Once","Several times","Several times","Several times","Several times","Once","Several times","Several times","Several times","Not very much","Sometimes","Six years","Twice","Rishi Sunak","2.735","181.13","182.026","15","Disagree","Agree","Disagree","Not at all accurate",NA,NA,NA,NA,"0","0","79.407","0","2.455","186.164","192.222","101","Not at all accurate",NA,NA,NA,NA,"80.167","196.887","199.851","19","2.251","193.53","195.561","73","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","52","83","56","91","63","3.064","24.956","29.54","12","Leaders should work on their resolutions and pledges that they made at the Paris climate change accord. American's leader should make policies geared towards the promotion of diversity and inclusions at work places. Lastly, leaders should see to the modification of the 2nd Act Amendment and restrict the access to guns.",NA,"1660","factcheck","factcheck","control"
"2023-10-19 12:16:04","2023-10-19 12:51:04","100","2099","True","2023-10-19 12:51:04","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","Black or African American","No","1985","Bachelor's degree in college (4-year)","$90,000-$119,999","Man",NA,"Protestant","Once a week","Democrat","Strong Democrat",NA,NA,"Once","Never","Once","Several times","Every day","Several times","Every day","Every day","Several times","Several times","Several times","Several times","Several times","Once","A great deal","Sometimes","Six years","Four times","Richard Branson","22.594","31.284","32.266","7","Agree","Agree","Agree","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","97","89","96","91","100","3.25","32.422","32.891","14",NA,NA,"2099","control","control","control"
"2023-10-19 12:25:44","2023-10-19 12:55:50","100","1806","True","2023-10-19 12:55:51","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","Black or African American","No","1980","Associate degree in college (2-year)","$120,000-$149,999","Woman",NA,"Something else","More than once a week","Democrat","Not very strong Democrat",NA,NA,"Every day","Never","Several times","Several times","Never","Never","Never","Once","Once","Once","Never","Several times","Several times","Several times","Not very much","Sometimes","Eight years","Twice","Margaret Thatcher","157.859","243.479","245.128","14","Neither disagree nor agree","Neither disagree nor agree","Disagree","Somewhat accurate",NA,NA,NA,NA,"0","0","77.642","0","4.255","73.458","130.99","46","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","100","31.802","67.092","68.166","8","Provide free birth control and offer incentives over abortion that could help woman that' not able to have kids. 
Make adoption easier and offer classes pre and postpartum to help with the decision making process.",NA,"1806","factcheck","control","control"
"2023-10-19 12:25:21","2023-10-19 12:56:13","100","1851","True","2023-10-19 12:56:14","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1983","Master's degree","$210,000-$249,999","Man",NA,"Nothing in particular","Seldom","Independent",NA,NA,"Neither","Once","Never","Several times","Never","Never","Never","Several times","Never","Once","Once","Never","Never","Never","Once","Not very much","Sometimes","Six years","Twice","Rishi Sunak","6.54","14.137","14.77","10","Neither disagree nor agree","Disagree","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"0","0","78.119","0","1.944","596.164","601.917","17","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","50","50","49","50","80","3.438","20.915","21.691","12","We should address the economy, manufacturing and bold new technology projects.",NA,"1851","factcheck","control","control"
"2023-10-19 12:10:06","2023-10-19 13:37:28","100","5242","True","2023-10-19 13:37:29","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1993","Master's degree","$60,000-$89,999","Woman",NA,"Nothing in particular","A few times a year","Democrat","Not very strong Democrat",NA,NA,"Once","Never","Never","Never","Once","Several times","Never","Never","Never","Once","Never","Several times","Several times","Once","A fair amount","Frequently","Two years","Twice","Rishi Sunak","2.783","130.882","132.016","12","Disagree strongly","Disagree strongly","Disagree","Not at all accurate","13.138","18.904","24.493","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"34.486","36.068","43.509","3","1.888","28.008","28.828","17","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","47","0","30","73","95","3.528","20.185","20.671","13","They should be focused on domestic priorities like gun control. Also they need to be looking at international affairs and diplomacy. Finally they need to be assessing how to divest from current power struggles at the global level",NA,"5242","misinformation","factcheck","control"
"2023-10-20 09:06:27","2023-10-20 09:12:58","100","391","True","2023-10-20 09:12:59","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1964","Some college but no degree","$30,000-$59,999","Woman",NA,"Protestant","A few times a year","Republican",NA,"Strong Republican",NA,"Several times","Never","Several times","Several times","Never","Never","Every day","Every day","Every day","Every day","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","7.191","24.338","25.431","5","Neither disagree nor agree","Disagree","Disagree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","52","52","5","51","14","7.959","18.429","22.766","8","Close the border so we don't have terrorist, cartel members, trafficked children and illegals coming across.  Stop spending like drunken sailors so we don't go into further debt.  Make our country energy independent again as it was under Trump, so we don't rely on regimes that hate us to supply us, especially Iran which needs to be sanctioned in a big way.",NA,"391","control","control","control"
"2023-10-20 09:08:11","2023-10-20 09:14:37","100","386","True","2023-10-20 09:14:38","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1987","High school graduate (high school diploma or equivalent including GED)","$60,000-$89,999","Woman",NA,"Mormon","Once a week","Republican",NA,"Strong Republican",NA,"Never","Never","Every day","Never","Never","Several times","Once","Never","Never","Never","Never","Never","Never","Never","None at all","Sometimes","Two years","Twice","Rishi Sunak","5.404","12.853","14.554","3","Agree","Disagree","Agree","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","85.962","0","0","0","37.037","0","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","59","80","0","0","0","9.499","19.499","20.664","8","They need to close the borders and deport those who came illegally. They need to balance the spending, we are too much in debt. They also need to fix the intelligence failures we currently have.",NA,"386","control","factcheck","control"
"2023-10-20 09:08:22","2023-10-20 09:15:21","100","419","True","2023-10-20 09:15:22","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1985","Master's degree","$90,000-$119,999","Man",NA,"Protestant","More than once a week","Independent",NA,NA,"Closer to the Democratic Party","Never","Never","Once","Once","Every day","Several times","Once","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","David Cameron","11.676","22.301","24.04","3","Agree","Disagree","Disagree","Not very accurate",NA,NA,NA,NA,"0","0","52.218","0","92.605","92.605","92.996","1","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","26.6","0",NA,NA,NA,NA,NA,NA,NA,NA,"43","30","96","50","25","3","6.466","13.974","14.732","6","Reform healthcare, combat inflation, take care of our own citizens.",NA,"419","factcheck","control","misinformation"
"2023-10-20 09:11:11","2023-10-20 09:15:35","100","264","True","2023-10-20 09:15:36","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","Black or African American","No","1997","High school graduate (high school diploma or equivalent including GED)","$30,000-$59,999","Man",NA,"Nothing in particular","Never","Independent",NA,NA,"Neither","Never","Never","Never","Never","Never","Once","Several times","Never","Never","Never","Never","Never","Several times","Once","A fair amount","Sometimes","Don't know","Twice","Boris Johnson","8.475","22.035","22.835","7","Neither disagree nor agree","Neither disagree nor agree","Disagree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","29.592","0",NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51",NA,"50","51","5.027","10.623","11.563","5","Improved healthcare. improved gun control. improved education system",NA,"264","control","control","misinformation"
"2023-10-20 09:07:07","2023-10-20 09:17:05","100","597","True","2023-10-20 09:17:06","EN","Yes","Somewhat disapprove","Not at all interested","Extremely interested,Very interested","White or Caucasian","Yes","1990","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","A few times a year","Republican",NA,"Not very strong Republican",NA,"Once","Never","Several times","Several times","Every day","Every day","Never","Never","Never","Once","Never","Never","Several times","Never","Not very much","Frequently","Eight years","Unlimited number of terms","Rishi Sunak","12.543","22.803","24.919","3","Strongly agree","Disagree strongly","Disagree strongly","Very accurate","0","0","200.201","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","57.256","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","33.673","0",NA,NA,NA,NA,NA,NA,NA,NA,"54","49","84","51","74","41","5.692","15.397","16.604","6","I think they should address gun control in america.
I think they should decrease inflation. 
I think they should increase resources for pregnant women so that they don't feel like abortion is their only option.","Needs a trigger warning","597","misinformation","misinformation","misinformation"
"2023-10-20 09:08:49","2023-10-20 09:17:25","100","516","True","2023-10-20 09:17:26","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","Black or African American","No","1971","Master's degree","$180,000-$209,999","Man",NA,"Protestant","Once or twice a month","Independent",NA,NA,"Closer to the Democratic Party","Several times","Once","Several times","Several times","Several times","Several times","Several times","Never","Never","Once","Never","Never","Several times","Once","A fair amount","Sometimes","Eight years","Twice","Boris Johnson","7.927","15.162","16.214","3","Disagree","Agree","Neither disagree nor agree","Somewhat accurate","23.544","23.544","24.117","1",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","96.724","0",NA,NA,NA,NA,NA,NA,NA,NA,"41","40","52","43","16","59","2.461","10.978","11.613","15","I think elected officials should do something about inflation to help correct economy so that the country can continue to improve in the long run. Another priority of elected officials making policies that help improve the quality of our environment. Last, another priority is that they need to improve policies and programs that help communities improve quality of life.","no comments","516","misinformation","control","misinformation"
"2023-10-20 09:09:20","2023-10-20 09:18:30","100","549","True","2023-10-20 09:18:30","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1981","Some college but no degree","$90,000-$119,999","Man",NA,"Nothing in particular","Never","Democrat","Not very strong Democrat",NA,NA,"Every day","Once","Several times","Every day","Never","Never","Never","Never","Once","Several times","Never","Never","Never","Several times","A fair amount","Sometimes","Six years","Twice","Boris Johnson","10.5","24.888","28.164","3","Neither disagree nor agree","Neither disagree nor agree","Strongly agree","Not at all accurate",NA,NA,NA,NA,"0","0","112.171","0","0","0","132.471","0","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","50","30","50","50","80","6.523","20.446","22.473","8","actually work together to get good things done for the american people. they are too busy fighting with each other to get anything done at all",NA,"549","factcheck","control","control"
"2023-10-20 09:07:02","2023-10-20 09:18:41","100","698","True","2023-10-20 09:18:41","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1999","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","A few times a year","Democrat","Strong Democrat",NA,NA,"Several times","Never","Never","Every day","Never","Never","Once","Never","Never","Never","Never","Never","Several times","Never","A fair amount","Sometimes","Four years","Twice","Boris Johnson","12.113","29.878","32.326","10","Disagree","Disagree strongly","Agree","Not very accurate",NA,NA,NA,NA,"0","0","77.329","0","3.417","57.642","59.587","20","Not at all accurate",NA,NA,NA,NA,"13.586","49.559","66.998","3","2.061","29.155","92.115","6","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,"39",NA,NA,"61","1.281","40.345","41.391","7","I would like to see Roe vs Wade come back. It is very important to me as a woman. I also think inflation is bad right now, especially regarding groceries. I also think the opioid epidemic is important to combat right now.",NA,"698","factcheck","factcheck","control"
"2023-10-20 09:06:31","2023-10-20 09:18:46","100","734","True","2023-10-20 09:18:47","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1992","Bachelor's degree in college (4-year)","$120,000-$149,999","Woman",NA,"Nothing in particular","Seldom","Republican",NA,"Not very strong Republican",NA,"Once","Never","Once","Once","Every day","Several times","Every day","Once","Never","Never","Never","Every day","Several times","Never","Not very much","Sometimes","Four years","Twice","Boris Johnson","15.05","22.295","23.487","3","Neither disagree nor agree","Disagree strongly","Strongly agree","Not very accurate",NA,NA,NA,NA,"0","0","70.577","0","0","0","151.529","0","Not very accurate","0","0","60.725","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","27.714","0","0","0","141.339","0","56","51","68","51","45","50","10.418","17.322","17.936","7","I believe they should focus on inflation and reduce the rising costs of everything. It's absolutely insane that the average person can barely afford a home, groceries and gas. They should also focus on illegal immigration. Biden's blatant disregard for the problems at the Mexican border is ridiculous. The final item they should focus on is the US economy and feeding money back into the US, not sending it to Ukraine and Israel.",NA,"734","factcheck","misinformation","factcheck"
"2023-10-20 09:05:35","2023-10-20 09:19:30","100","834","True","2023-10-20 09:19:31","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1992","High school graduate (high school diploma or equivalent including GED)","$30,000-$59,999","Man",NA,"Buddhist","Never","Independent",NA,NA,"Closer to the Democratic Party","Once","Never","Several times","Never","Never","Never","Every day","Never","Never","Never","Never","Never","Several times","Never","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","4.114","19.434","20.347","5","Disagree strongly","Disagree strongly","Neither disagree nor agree","Somewhat accurate","6.522","6.522","10.145","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","12.223","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","29.089","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","52","52","47","61","73","6.54","18.566","19.692","7","Fixing the economy
Restoring pride in being a contributing member of our societies
Restoring peace amongst groups of people","n/a","834","misinformation","misinformation","misinformation"
"2023-10-20 09:10:54","2023-10-20 09:19:33","100","519","True","2023-10-20 09:19:34","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","Asian","No","1980","Bachelor's degree in college (4-year)","Prefer not to answer","Man",NA,"Prefer not to say","Never","Independent",NA,NA,"Neither","Several times","Several times","Several times","Never","Never","Never","Every day","Never","Never","Once","Never","Once","Never","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","1.42","11.629","11.733","11","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate","0","0","71.373","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","26.151","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","45","45","45","6.136","57.786","64.105","6","Congress should pass a bipartisan immigration reform bill. Congress should restore regular order. Congress should appropriate funds to support Ukraine, Israel, and Taiwan.","I don't have any other comments.","519","misinformation","control","misinformation"
"2023-10-20 09:07:12","2023-10-20 09:19:45","100","753","True","2023-10-20 09:19:46","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1971","Some college but no degree","$30,000-$59,999","Woman",NA,"Roman Catholic","Never","Independent",NA,NA,"Neither","Several times","Once","Several times","Several times","Every day","Never","Once","Once","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","Boris Johnson","15.838","97.184","99.54","7","Disagree","Disagree","Disagree","Not very accurate",NA,NA,NA,NA,"0","0","96.295","0","28.364","28.364","36.144","1","Not very accurate",NA,NA,NA,NA,"0","0","23.989","0","0","0","19.113","0","Not very accurate",NA,NA,NA,NA,"0","0","31.775","0","0","0","24.75","0","50","50","50","50","50","90","8.793","34.228","35.307","11","The economy is awful right now. Prices need to be lowered or everyone needs a cost of living increase. Women's rights need to be taken more seriously. A women's right to choose should never be taken from her. The homeless epidemic needs to be addressed. The open boarders policy needs to be changed.",NA,"753","factcheck","factcheck","factcheck"
"2023-10-20 09:05:41","2023-10-20 09:20:05","100","863","True","2023-10-20 09:20:05","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","Black or African American","No","1987","Some college but no degree","$30,000-$59,999","Woman",NA,"Nothing in particular","Never","Independent",NA,NA,"Closer to the Democratic Party","Every day","Once","Several times","Every day","Never","Never","Never","Once","Several times","Several times","Never","Never","Never","Every day","A fair amount","Sometimes","Four years","Twice","Rishi Sunak","50.947","77.368","80.805","6","Neither disagree nor agree","Neither disagree nor agree","Strongly agree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","29.928","0",NA,NA,NA,NA,NA,NA,NA,NA,"22","17","11","44","43","94","27.177","51.243","53.992","10","To focus on building a better economic structure for Americans. To reduce debt spending.  To create affordable housing to reduce homelessness.",NA,"863","control","control","misinformation"
"2023-10-20 09:06:58","2023-10-20 09:20:17","100","798","True","2023-10-20 09:20:18","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","Black or African American","Yes","1983","Associate degree in college (2-year)","$90,000-$119,999","Man",NA,"Protestant","A few times a year","Independent",NA,NA,"Closer to the Republican Party","Never","Never","Every day","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A fair amount","Sometimes","Four years","Twice","Rishi Sunak","8.901","35.357","49.23","3","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Not very accurate",NA,NA,NA,NA,"8.647","8.647","36.221","1","5.016","50.776","51.522","4","Not very accurate","4.76","4.76","64.167","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","33.625","0","18.227","31.045","31.979","3",NA,NA,NA,NA,NA,"25","27.928","78.648","80.72","3","Divert more money into saving and improving our infrastructure.
Take serious steps toward reduce our climate impact.
Take steps to make healthcare accessible for all.",NA,"798","factcheck","misinformation","factcheck"
"2023-10-20 09:10:16","2023-10-20 09:20:37","100","620","True","2023-10-20 09:20:38","EN","Yes","Somewhat disapprove","Not at all interested","Extremely interested,Very interested","White or Caucasian","No","1995","Some college but no degree","$30,000-$59,999","Man",NA,"Atheist","Never","Democrat","Not very strong Democrat",NA,NA,"Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","None at all","Never","Don't know","Twice","Boris Johnson","18.218","31.564","32.546","3","Neither disagree nor agree","Disagree strongly","Disagree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","132.859","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50","69","15.688","28.445","30.86","7","One focus should be strengthening the economy. Tackling climate change should also be a high priority. Providing quality affordable health care to Americans would increase be of great benefit as well.",NA,"620","control","misinformation","control"
