"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","trump_job_approval","political_interest","attention_check","race","hispanic","age","education","income","gender","gender_4_TEXT","religion","attendance","pid_1","pid_dem","pid_rep","pid_indep","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_confidence","media_factchecks","pk_1","pk_2","pk_3","pk_timer_First Click","pk_timer_Last Click","pk_timer_Page Submit","pk_timer_Click Count","outcome questions_1","outcome questions_2","outcome questions_3","fc_1_belief","fc_1_misinfo_timer_First Click","fc_1_misinfo_timer_Last Click","fc_1_misinfo_timer_Page Submit","fc_1_misinfo_timer_Click Count","fc_1_factcheck_time1_First Click","fc_1_factcheck_time1_Last Click","fc_1_factcheck_time1_Page Submit","fc_1_factcheck_time1_Click Count","fc_1_factcheck_time2_First Click","fc_1_factcheck_time2_Last Click","fc_1_factcheck_time2_Page Submit","fc_1_factcheck_time2_Click Count","fc_2_belief","fc_2_misinfo_timer_First Click","fc_2_misinfo_timer_Last Click","fc_2_misinfo_timer_Page Submit","fc_2_misinfo_timer_Click Count","fc_2_factcheck_time1_First Click","fc_2_factcheck_time1_Last Click","fc_2_factcheck_time1_Page Submit","fc_2_factcheck_time1_Click Count","fc_2_factcheck_time2_First Click","fc_2_factcheck_time2_Last Click","fc_2_factcheck_time2_Page Submit","fc_2_factcheck_time2_Click Count","fc_3_belief","fc_3_misinfo_timer_First Click","fc_3_misinfo_timer_Last Click","fc_3_misinfo_timer_Page Submit","fc_3_misinfo_timer_Click Count","fc_3_factcheck_time1_First Click","fc_3_factcheck_time1_Last Click","fc_3_factcheck_time1_Page Submit","fc_3_factcheck_time1_Click Count","fc_3_factcheck_time2_First Click","fc_3_factcheck_time2_Last Click","fc_3_factcheck_time2_Page Submit","fc_3_factcheck_time2_Click Count","thermometer_1","thermometer_2","thermometer_3","thermometer_5","thermometer_6","thermometer_7","therm_timers_First Click","therm_timers_Last Click","therm_timers_Page Submit","therm_timers_Click Count","Q62","comments","Q_TotalDuration","Z_fc_1","Z_fc_2","Z_fc_3"
"2023-10-18 09:10:13","2023-10-18 09:16:34","100","381","True","2023-10-18 09:16:35","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1996","Master's degree","$90,000-$119,999","Woman",NA,"Nothing in particular","Seldom","Democrat","Strong Democrat",NA,NA,"Never","Never","Once","Never","Once","Once","Never","Never","Never","Never","Never","Never","Once","Never","Not very much","Sometimes","Six years","Twice","Don't know","6.885","26.423","27.539","7","Disagree strongly","Disagree strongly","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"0","0","19.406","0","1.912","8.167","9.642","2","Not at all accurate",NA,NA,NA,NA,"21.087","21.087","25.349","1","9.337","9.337","10.867","1","Somewhat accurate","0","0","41.413","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","0","50","100","100","5.33","28.632","31.082","11","I think we should focus on education. I also believe a priority should be placed on affordable healthcare. It would be nice for leaders to also focus on public safety.",NA,"381","factcheck","factcheck","misinformation"
"2023-10-18 09:10:38","2023-10-18 09:16:37","100","358","True","2023-10-18 09:16:38","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","2000","Bachelor's degree in college (4-year)","$30,000-$59,999","Woman",NA,"Jewish","A few times a year","Democrat","Not very strong Democrat",NA,NA,"Never","Never","Never","Once","Several times","Several times","Every day","Never","Never","Never","Several times","Never","Never","Once","None at all","Frequently","Two years","Twice","Boris Johnson","2.446","16.784","17.931","5","Disagree","Agree","Disagree","Somewhat accurate",NA,NA,NA,NA,"0","0","76.399","0","1.894","1.894","44.221","1","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","9.026","0","0","0","8.398","0","51","51","26","49","63","67","7.235","17.311","18.78","7","Decriminalize marijuana everywhere. Legalize abortion. Get rid of guns",NA,"358","factcheck","control","factcheck"
"2023-10-18 09:07:04","2023-10-18 09:16:37","100","573","True","2023-10-18 09:16:38","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","Asian","No","1989","Master's degree","$60,000-$89,999","Man",NA,"Agnostic","Seldom","Democrat","Strong Democrat",NA,NA,"Once","Never","Several times","Never","Never","Never","Several times","Never","Never","Once","Never","Never","Several times","Several times","Not very much","Sometimes","Six years","Twice","David Cameron","8.294","11.994","13.64","3","Disagree strongly","Neither disagree nor agree","Disagree","Not very accurate","0","0","70.228","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","33.988","0","1.548","10.425","50.042","3","Not very accurate","0","0","28.301","0",NA,NA,NA,NA,NA,NA,NA,NA,"41","43","23","47","52","59","3.893","9.466","23.1","6","I believe the top three priorities of elected leaders in Washington during the next few years should be as follows. The first priority should be climate change and the environment. The second priority should be addressing income inequality, especially the growing gap between the richest and the poorest. The third and final priority of elected leaders should be making sure that housing is available to all people in the country.","Thank you for the very fair pay, I appreciate it!","573","misinformation","factcheck","misinformation"
"2023-10-18 09:08:27","2023-10-18 09:16:38","100","490","True","2023-10-18 09:16:38","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","Other","Yes","1987","Bachelor's degree in college (4-year)","$60,000-$89,999","Man",NA,"Roman Catholic","Once a week","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Every day","Every day","Every day","Never","Never","Several times","Never","Never","Never","Every day","Not very much","Sometimes","Six years","Twice","Rishi Sunak","20.419","48.532","51.23","6","Disagree","Disagree","Strongly agree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","20","17","16","82","91","27.208","80.084","81.143","8","Try and figure out a solution to income inequality. I would also like for women to be able to access abortion, because a lot of the time abortion is necessary to save their lives. I'd like it if we get more gun laws as well so guns don't fall into the hands of the wrong people.",NA,"490","control","control","control"
"2023-10-18 09:05:13","2023-10-18 09:16:39","100","685","True","2023-10-18 09:16:39","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1999","Master's degree","$60,000-$89,999","Man",NA,"Roman Catholic","Once a week","Independent",NA,NA,"Neither","Once","Several times","Several times","Once","Every day","Every day","Every day","Never","Never","Never","Never","Never","Several times","Several times","A fair amount","Sometimes","Six years","Four times","Rishi Sunak","3.429","7.124","8.094","3","Strongly agree","Strongly agree","Agree","Somewhat accurate","87.128","87.128","87.701","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","30.02","0","0","0","93.448","0","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","79","67","56","84","64","1.972","9.778","11.1","8","They need to change the laws on the child abuse and also change the medical laws.",NA,"685","misinformation","factcheck","control"
"2023-10-18 09:04:48","2023-10-18 09:16:39","100","711","True","2023-10-18 09:16:40","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1990","Doctoral degree","$120,000-$149,999","Woman",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Several times","Never","Never","Never","Every day","Never","Never","Never","Never","Several times","Once","Never","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","9.184","16.044","17.489","3","Disagree strongly","Disagree","Disagree","Not at all accurate","0","0","86.385","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","48.361","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","31.872","0","9.353","9.353","97.373","1","1","50","5","80","90","94","14.24","44.206","47.315","8","My top three priorities are (1) addressing the rising costs of living (lower prices, higher wages); (2) taking serious steps to tackle climate change, starting with the biggest polluters; and (3) giving women more control over their reproductive health.",NA,"711","misinformation","misinformation","factcheck"
"2023-10-18 09:10:58","2023-10-18 09:16:45","100","346","True","2023-10-18 09:16:45","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1983","Bachelor's degree in college (4-year)","$250,000 and above","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Never","A fair amount","Frequently","Six years","Twice","Boris Johnson","2.957","19.199","20.328","3","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","72.898","0","13.818","38.798","38.976","2","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","25.8","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","75","100","100","5.428","49.696","49.888","13","We need to immediately address climate change. We need to restore the right to bodily autonomy by passing a national abortion protection law. We need to address income inequality.",NA,"346","factcheck","control","misinformation"
"2023-10-18 09:08:23","2023-10-18 09:16:45","100","501","True","2023-10-18 09:16:46","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1984","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Roman Catholic","A few times a year","Democrat","Not very strong Democrat",NA,NA,"Every day","Several times","Every day","Every day","Several times","Every day","Several times","Never","Once","Once","Never","Several times","Several times","Once","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","3.505","28.013","34.286","12","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","5.184","6.239","34.406","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"7.331","28.197","30.171","2","4.935","61.25","65.065","4","15","14","13","83","78","97","5.175","46.748","47.745","11","I think the top 3 priorities of America's leaders are healthcare, income inequality, and inflation. We need to allow equal and thorough access to healthcare for ALL people WITHOUT healthcare becoming even more of a ""business"" than it already is. We need to deal with income inequality based on socioeconomic classes and ethnicities and genders - as it's obvious that the poor will continue to get poorer and the rich will get richer. We need to deal with inflation, as it is currently out of control, and will exacerbate all of the previous issues if not fixed -- healthcare will become even more inaccessible to people, the wage gap will grow even higher, and ultimately inflation will continue spiraling out of control.",NA,"501","control","misinformation","factcheck"
"2023-10-18 09:07:34","2023-10-18 09:16:47","100","553","True","2023-10-18 09:16:47","EN","Yes","Strongly approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1993","Bachelor's degree in college (4-year)","Less than $30,000","Woman",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Once","Once","Never","Never","Never","Once","Never","Never","Never","Never","Never","Once","Never","Once","A fair amount","Sometimes","Four years","Twice","Rishi Sunak","6.486","27.246","28.82","6","Disagree strongly","Disagree strongly","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"0","0","24.411","0","0","0","19.207","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"7.84","7.84","36.893","1","0","0","21.863","0","0","0","0","100","85","100","2.154","109.54","110.942","18","Washington needs to address the drastic changes in the climate, they need to address the severe income inequality in the country and address its root causes. They also need to  address the systems of oppression against people of color.",NA,"553","factcheck","control","factcheck"
"2023-10-18 09:07:31","2023-10-18 09:16:47","100","555","True","2023-10-18 09:16:47","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1979","Doctoral degree","$90,000-$119,999","Man",NA,"Atheist","Never","Democrat","Not very strong Democrat",NA,NA,"Several times","Every day","Several times","Several times","Never","Never","Never","Never","Never","Several times","Never","Several times","Several times","Several times","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","11.588","19.238","22.48","3","Disagree","Disagree strongly","Disagree strongly","Not very accurate","0","0","72.332","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","29.458","0",NA,NA,NA,NA,NA,NA,NA,NA,"5","0","31",NA,"67","82","16.456","45.031","46.418","9","One priority should be increasing taxes on corporations and the rich. A second priority should be investing in green technology and infrastructure. A third priority should be implementing universal health care.",NA,"555","misinformation","control","misinformation"
"2023-10-18 09:06:41","2023-10-18 09:16:48","100","607","True","2023-10-18 09:16:49","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","Asian","No","1988","Associate degree in college (2-year)","$90,000-$119,999","Man",NA,"Buddhist","Never","Independent",NA,NA,"Closer to the Democratic Party","Several times","Never","Every day","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A fair amount","Sometimes","Six years","Twice","Don't know","2.542","14.455","15.54","3","Disagree strongly","Disagree strongly","Neither disagree nor agree","Somewhat accurate",NA,NA,NA,NA,"0","0","67.367","0","0","0","10.918","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"23.022","23.022","27.459","1","9.636","9.636","12.963","1","50","50","50","50","75","100","8.863","17.794","19.216","6",NA,NA,"607","factcheck","control","factcheck"
"2023-10-18 09:04:47","2023-10-18 09:16:49","100","721","True","2023-10-18 09:16:50","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1995","Bachelor's degree in college (4-year)","$250,000 and above","Man",NA,"Protestant","Seldom","Independent",NA,NA,"Closer to the Democratic Party","Several times","Never","Every day","Several times","Several times","Every day","Never","Never","Never","Never","Never","Never","Once","Once","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","28.975","38.334","40.808","3","Disagree","Disagree","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"4.083","4.083","66.761","1","108.571","108.571","123.064","1","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","41.391","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"100","10.644","30.158","34.255","8","I would like for Washington to bring back Roe v. Wade. Also, equalize the supreme court again (currently heavy majority is conservative). Most important for me is strengthen international presence.",NA,"721","factcheck","control","misinformation"
"2023-10-18 09:05:50","2023-10-18 09:16:52","100","661","True","2023-10-18 09:16:52","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1971","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","Seldom","Democrat","Not very strong Democrat",NA,NA,"Never","Never","Every day","Never","Never","Never","Never","Never","Never","Several times","Never","Once","Never","Never","A fair amount","Frequently","Six years","Twice","Don't know","5.101","21.432","25.168","6","Disagree","Disagree strongly","Disagree","Not at all accurate","0","0","86.226","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","54.371","0","0","0","54.665","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","10","10","50","80","90","13.67","100.374","116.304","11","Universal healthcare should be a priority, as well as health protections. They should also see something done about the wealth inequality, which includes things like minimum wage and housing. Also they need to address issues of racial inequality.",NA,"661","misinformation","factcheck","control"
"2023-10-18 09:06:42","2023-10-18 09:16:55","100","612","True","2023-10-18 09:16:55","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","Asian","No","1990","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Every day","Never","Every day","Once","Every day","Never","Several times","Never","Several times","Every day","Never","Never","Once","Every day","Not very much","Sometimes","Six years","Twice","Rishi Sunak","2.413","21.32","21.852","5","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","51","0","51","100","100","3.918","12.876","14.191","7","Climate change, health care and abortion, and economy","thank you!","612","control","control","control"
"2023-10-18 09:07:41","2023-10-18 09:16:56","100","554","True","2023-10-18 09:16:57","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1990","Master's degree","$60,000-$89,999","Man",NA,"Roman Catholic","Once or twice a month","Democrat","Strong Democrat",NA,NA,"Once","Every day","Every day","Several times","Every day","Every day","Several times","Several times","Once","Several times","Several times","Every day","Every day","Every day","A great deal","Sometimes","Six years","Four times","Boris Johnson","14.193","119.678","122.64","8","Agree","Strongly agree","Agree","Very accurate",NA,NA,NA,NA,"0","0","32.854","0","0","0","15.825","0","Somewhat accurate",NA,NA,NA,NA,"0","0","16.883","0","7.284","12.221","14.164","2","Somewhat accurate",NA,NA,NA,NA,"0","0","35.763","0","0","0","12.518","0","64","81","66","80","67","90","5.743","12.456","13.189","6","I'd hope to see a concerted effort in addressing pressing global challenges, with a focus on climate change mitigation and sustainable policies to ensure a healthier planet for future generations. Prioritizing social and economic equality should be another key objective, with policies that aim to bridge gaps and uplift marginalized communities.","Good Survey","554","factcheck","factcheck","factcheck"
"2023-10-18 09:09:11","2023-10-18 09:16:58","100","467","True","2023-10-18 09:16:59","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1995","High school graduate (high school diploma or equivalent including GED)","$90,000-$119,999","Man",NA,"Agnostic","Never","Republican",NA,"Strong Republican",NA,"Never","Never","Once","Never","Once","Never","Never","Every day","Never","Never","Never","Never","Never","Several times","Not very much","Sometimes","Two years","Twice","Boris Johnson","3.831","19.948","20.326","10","Strongly agree","Neither disagree nor agree","Neither disagree nor agree","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"11.28","42.673","44.867","7","1.502","28.092","35.459","12","Not at all accurate","0","0","28.499","0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"70",NA,"28","0","4.069","24.652","27.253","10","Reduce gas prices. Reduce inflation. Get the immigration crisis on the boarder under control.",NA,"467","control","factcheck","misinformation"
"2023-10-18 09:10:59","2023-10-18 09:16:59","100","360","True","2023-10-18 09:17:00","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1986","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","A few times a year","Democrat","Not very strong Democrat",NA,NA,"Never","Several times","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","3.284","15.088","15.36","4","Disagree strongly","Disagree strongly","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"16.006","16.006","76.626","1","9.168","33.76","35.64","17","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10","10","10","40","90","2.372","19.702","20.227","11","First and foremost is to handle the climate change crisis because without a world there's nothing else. Then handle abortion and other medical issues because your medical care should not be determined by what state you live in. Then fix inflation.",NA,"360","factcheck","control","control"
"2023-10-18 09:10:17","2023-10-18 09:17:03","100","405","True","2023-10-18 09:17:04","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","Asian","No","1995","High school graduate (high school diploma or equivalent including GED)","$30,000-$59,999","Man",NA,"Nothing in particular","Never","Independent",NA,NA,"Neither","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Every day","None at all","Sometimes","Six years","Twice","David Cameron","6.866","12.682","13.364","3","Neither disagree nor agree","Strongly agree","Disagree strongly","Somewhat accurate","0","0","72.889","0",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","30.235","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","51","50","0","0","6.206","11.528","12.138","6","to drain the swamp. usher in a whole new staff of politicians instead of the corrupt bastards in office right now. also stop printing money.","its a bit over the top to make people read so much right at the end","405","misinformation","control","misinformation"
"2023-10-18 09:09:23","2023-10-18 09:17:03","100","460","True","2023-10-18 09:17:04","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1985","Professional degree (JD, MD)","$120,000-$149,999","Man",NA,"Roman Catholic","More than once a week","Democrat","Strong Democrat",NA,NA,"Once","Once","Once","Several times","Several times","Every day","Every day",NA,"Once","Every day","Once","Several times","Several times","Several times","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","14.976","98.836","99.077","12","Agree","Neither disagree nor agree","Agree","Somewhat accurate","74.956","75.912","76.171","3",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","20.825","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","51","74",NA,"64","76","11.099","22.504","23.45","6",NA,NA,"460","misinformation","misinformation","control"
"2023-10-18 09:07:46","2023-10-18 09:17:04","100","557","True","2023-10-18 09:17:04","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1989","Bachelor's degree in college (4-year)","$90,000-$119,999","Man",NA,"Agnostic","Never","Independent",NA,NA,"Closer to the Democratic Party","Never","Never","Several times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Six years","Twice","Boris Johnson","22.743","33.758","35.223","3","Neither disagree nor agree","Disagree strongly","Disagree","Somewhat accurate","0","0","150.888","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","61","14.455","17.337","17.693","3","The top priority should be improving healthcare, getting us to a system that covers every American. Another thing they should do is start adjusting the taxes and incentives for entrepreneurs and real small businesses to make to easier to survive and grow going against big corporations. One more issue is finding the best way to settle the dreamers situation with permanent residency. Also finding out a way to speed up the citizenship process overall.",NA,"557","misinformation","control","control"
"2023-10-18 09:06:07","2023-10-18 09:17:04","100","657","True","2023-10-18 09:17:05","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1987","Bachelor's degree in college (4-year)","$120,000-$149,999","Woman",NA,"Protestant","Once a week","Independent",NA,NA,"Closer to the Republican Party","Never","Never","Never","Never","Once","Never","Never","Never","Never","Several times","Never","Several times","Several times","Never","Not very much","Sometimes","Four years","Twice","Rishi Sunak","15.756","34.075","35.679","4","Neither disagree nor agree","Disagree","Disagree strongly","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","28.244","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","90","50","50","10","15.551","36.791","38.033","10","I think that American leaders should focus on strengthening our economy. I also think they should carefully consider foreign policy and choose wisely how to proceed during the current global events. Lastly, America's leaders should prioritize both parties getting along and stop trying to be extremist for the sake of furthering their own party.",NA,"657","control","control","misinformation"
"2023-10-18 09:06:53","2023-10-18 09:17:05","100","612","True","2023-10-18 09:17:06","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1984","Bachelor's degree in college (4-year)","$30,000-$59,999","Woman",NA,"Nothing in particular","Never","Independent",NA,NA,"Neither","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","6.241","11.701","13.173","3","Disagree strongly","Disagree strongly","Disagree","Not at all accurate","0","0","73.175","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0.922","0.922","33.833","1","0","0","28.316","0","Not at all accurate","0","0","31.116","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","50","50","100","5.83","17.567","19.152","7","They could enact legislation and regulations that actually combat the threat that we face from continued climate change. They could eliminate student debt to increase American's economic stability and ability to participate fully in the economy. They could enact universal single-payer healthcare to cover all Americans.",NA,"612","misinformation","factcheck","misinformation"
"2023-10-18 09:07:14","2023-10-18 09:17:06","100","591","True","2023-10-18 09:17:06","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1993","Master's degree","$30,000-$59,999","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","2.61","8.266","9.051","3","Disagree strongly","Disagree strongly","Disagree","Not at all accurate",NA,NA,NA,NA,"5.85","70.289","71.942","2","7.915","8.547","13.81","2","Not at all accurate",NA,NA,NA,NA,"0","0","26.712","0","11.652","13.86","14.504","7","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","50","0","50","45","95","2.2","18.073","18.615","6","I believe their top priority should be protecting voting rights and democratic institutions against the rising tide of fascism consuming the GOP in this country, through measures to protect equal rights and functional government. Second priority should be expanding and guaranteeing healthcare for all Americans, including access to abortion and contraception, and third an aggressive antitrust and economic-justice agenda. America is in a very vulnerable position at the moment and current trends demand radical action in response.",NA,"591","factcheck","factcheck","control"
"2023-10-18 09:12:10","2023-10-18 09:17:06","100","295","True","2023-10-18 09:17:06","EN","Yes","Somewhat disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1979","Master's degree","$120,000-$149,999","Woman",NA,"Roman Catholic","More than once a week","Republican",NA,"Not very strong Republican",NA,"Several times","Never","Every day","Once","Several times","Several times","Never","Once","Never","Several times","Never","Never","Once","Never","Not very much","Sometimes","Six years","Twice","David Cameron","3.49","15.285","17.061","10","Disagree","Disagree","Agree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"1.08","29.582","36.569","3","0.77","22.614","25.291","9","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,"30","25","17.21","27.079","27.912","7","They should unify the country. They should keep Americans safe. They should protect Americans futures.",NA,"295","control","factcheck","control"
"2023-10-18 09:08:04","2023-10-18 09:17:07","100","542","True","2023-10-18 09:17:07","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1995","Master's degree","$120,000-$149,999","Man",NA,"Protestant","Once a week","Republican",NA,"Not very strong Republican",NA,"Several times","Once","Several times","Every day","Every day","Several times","Several times","Every day","Several times","Every day","Several times","Once","Several times","Several times","A fair amount","Sometimes","Six years","Twice","David Cameron","8.88","98.987","99.456","19","Strongly agree","Agree","Neither disagree nor agree","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,"0","0","39.322","0","2.579","23.878","24.784","24","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","45","78","55","64","89","6.581","30.718","31.113","12","Several problems plague the America of today. Our leaders are unfortunately not performing their duties well enough. The next leaders in Washington should project more resources to Improved health care services as well as the problem of unemployment above all else",NA,"542","control","factcheck","control"
